order_id,created_at,status,currency,total
SO-10297,2026-08-14 08:02,paid,EUR,183.14
SO-10514,2026-08-14 08:38,paid,EUR,141.97
SO-10472,2026-08-14 08:41,paid,EUR,169.47
SO-10865,2026-08-14 09:01,paid,EUR,457.86
SO-10762,2026-08-14 09:13,paid,EUR,133.59
SO-11122,2026-08-14 09:13,paid,EUR,436.68
SO-10716,2026-08-14 09:35,cancelled,EUR,238.83
SO-11015,2026-08-14 09:41,cancelled,EUR,398.13
SO-10895,2026-08-14 11:03,paid,EUR,202.06
SO-11075,2026-08-14 11:03,paid,EUR,351.87
SO-10492,2026-08-14 11:04,paid,EUR,346.53
SO-10407,2026-08-14 11:14,cancelled,EUR,160.76
SO-10136,2026-08-14 12:34,paid,EUR,320.51
SO-10649,2026-08-14 13:38,paid,EUR,35.91
SO-10287,2026-08-14 13:52,refunded,EUR,459.99
SO-10091,2026-08-14 14:16,paid,EUR,454.85
SO-10306,2026-08-14 15:37,paid,EUR,469.98
SO-10734,2026-08-14 16:27,refunded,EUR,315.77
SO-10403,2026-08-14 16:44,paid,EUR,141.56
SO-10093,2026-08-14 17:02,paid,EUR,328.57
SO-10228,2026-08-14 17:37,paid,EUR,232.50
SO-11092,2026-08-14 18:38,paid,EUR,128.88
SO-10764,2026-08-14 19:25,paid,EUR,42.91
SO-10166,2026-08-14 21:00,paid,EUR,66.51
SO-10106,2026-08-14 21:35,paid,EUR,367.98
SO-11023,2026-08-14 22:48,paid,EUR,23.56
SO-10620,2026-08-14 22:54,paid,EUR,88.79
SO-10885,2026-08-14 23:39,paid,EUR,40.87
SO-10226,2026-08-15 00:30,paid,EUR,211.76
SO-10710,2026-08-15 01:03,paid,EUR,442.65
SO-10384,2026-08-15 01:26,paid,EUR,15.94
SO-11148,2026-08-15 02:17,paid,EUR,349.42
SO-10512,2026-08-15 02:44,paid,EUR,252.26
SO-10302,2026-08-15 03:14,cancelled,EUR,170.15
SO-10813,2026-08-15 04:05,paid,EUR,115.83
SO-10165,2026-08-15 04:12,paid,EUR,356.60
SO-10150,2026-08-15 06:29,paid,EUR,209.95
SO-10422,2026-08-15 06:54,paid,EUR,51.07
SO-10648,2026-08-15 07:01,refunded,EUR,175.50
SO-10679,2026-08-15 08:07,refunded,EUR,35.41
SO-10809,2026-08-15 08:36,paid,EUR,388.03
SO-10096,2026-08-15 08:52,paid,EUR,174.94
SO-11133,2026-08-15 09:33,cancelled,EUR,130.79
SO-10719,2026-08-15 10:17,paid,EUR,233.45
SO-10356,2026-08-15 10:42,paid,EUR,474.75
SO-10291,2026-08-15 11:24,refunded,EUR,446.20
SO-10929,2026-08-15 12:46,paid,EUR,335.72
SO-10757,2026-08-15 13:04,paid,EUR,222.44
SO-11200,2026-08-15 13:28,cancelled,EUR,217.28
SO-10404,2026-08-15 14:41,paid,EUR,405.35
SO-11022,2026-08-15 15:09,cancelled,EUR,381.48
SO-10991,2026-08-15 15:12,paid,EUR,127.37
SO-10489,2026-08-15 15:13,paid,EUR,20.17
SO-10363,2026-08-15 15:24,paid,EUR,134.68
SO-10793,2026-08-15 15:51,paid,EUR,171.41
SO-10596,2026-08-15 16:08,paid,EUR,49.19
SO-11034,2026-08-15 16:40,paid,EUR,82.16
SO-10108,2026-08-15 17:03,refunded,EUR,324.18
SO-10565,2026-08-15 17:31,paid,EUR,414.91
SO-11178,2026-08-15 18:31,paid,EUR,75.99
SO-10191,2026-08-15 20:01,refunded,EUR,295.81
SO-10301,2026-08-15 20:39,paid,EUR,302.22
SO-10701,2026-08-15 20:43,paid,EUR,236.06
SO-10682,2026-08-15 20:57,paid,EUR,402.85
SO-10231,2026-08-15 21:11,paid,EUR,174.67
SO-11128,2026-08-15 21:14,cancelled,EUR,201.40
SO-11088,2026-08-15 21:23,refunded,EUR,138.71
SO-10563,2026-08-15 23:01,paid,EUR,359.11
SO-10149,2026-08-15 23:40,refunded,EUR,365.94
SO-10838,2026-08-16 00:29,paid,EUR,271.19
SO-10937,2026-08-16 00:36,paid,EUR,212.75
SO-10254,2026-08-16 00:52,paid,EUR,109.64
SO-10424,2026-08-16 01:15,paid,EUR,101.66
SO-10767,2026-08-16 02:17,refunded,EUR,315.53
SO-10944,2026-08-16 03:07,paid,EUR,397.04
SO-10313,2026-08-16 03:18,paid,EUR,410.60
SO-11061,2026-08-16 03:33,paid,EUR,291.82
SO-10084,2026-08-16 03:36,paid,EUR,252.65
SO-10517,2026-08-16 04:09,paid,EUR,224.65
SO-10584,2026-08-16 04:43,refunded,EUR,414.91
SO-10769,2026-08-16 05:14,cancelled,EUR,451.30
SO-10245,2026-08-16 05:38,paid,EUR,162.96
SO-11030,2026-08-16 05:58,paid,EUR,406.25
SO-10936,2026-08-16 06:05,paid,EUR,169.78
SO-11118,2026-08-16 07:12,paid,EUR,74.90
SO-10799,2026-08-16 07:42,paid,EUR,448.69
SO-10569,2026-08-16 08:20,paid,EUR,258.27
SO-10520,2026-08-16 08:53,paid,EUR,358.48
SO-10006,2026-08-16 09:18,refunded,EUR,26.55
SO-10969,2026-08-16 09:57,paid,EUR,27.21
SO-10347,2026-08-16 11:23,paid,EUR,96.01
SO-10861,2026-08-16 11:28,cancelled,EUR,336.38
SO-10909,2026-08-16 12:10,paid,EUR,154.50
SO-10080,2026-08-16 12:12,refunded,EUR,268.30
SO-11167,2026-08-16 12:51,paid,EUR,285.85
SO-11186,2026-08-16 13:04,paid,EUR,336.14
SO-10160,2026-08-16 15:06,paid,EUR,423.46
SO-11073,2026-08-16 16:07,refunded,EUR,102.29
SO-10509,2026-08-16 16:20,paid,EUR,471.25
SO-11011,2026-08-16 16:34,paid,EUR,150.96
SO-10806,2026-08-16 18:08,paid,EUR,176.32
SO-10311,2026-08-16 19:56,paid,EUR,140.27
SO-10504,2026-08-16 20:09,paid,EUR,265.16
SO-10198,2026-08-16 20:17,paid,EUR,464.71
SO-10500,2026-08-16 21:05,paid,EUR,125.74
SO-10597,2026-08-16 21:16,cancelled,EUR,280.10
SO-10455,2026-08-16 22:24,paid,EUR,279.34
SO-10012,2026-08-16 23:58,cancelled,EUR,373.10
SO-10992,2026-08-17 00:28,refunded,EUR,403.43
SO-10388,2026-08-17 00:38,paid,EUR,17.48
SO-10034,2026-08-17 00:40,refunded,EUR,83.70
SO-10286,2026-08-17 00:40,cancelled,EUR,385.97
SO-10971,2026-08-17 01:47,cancelled,EUR,269.55
SO-10001,2026-08-17 02:17,paid,EUR,185.25
SO-10092,2026-08-17 02:38,paid,EUR,309.18
SO-10065,2026-08-17 03:34,cancelled,EUR,309.99
SO-10930,2026-08-17 04:06,cancelled,EUR,130.69
SO-10573,2026-08-17 04:13,paid,EUR,395.07
SO-10507,2026-08-17 04:55,paid,EUR,379.84
SO-10040,2026-08-17 05:23,paid,EUR,251.42
SO-11104,2026-08-17 05:44,cancelled,EUR,446.52
SO-10121,2026-08-17 05:55,paid,EUR,204.95
SO-10409,2026-08-17 06:27,paid,EUR,252.23
SO-10290,2026-08-17 06:31,paid,EUR,121.24
SO-10063,2026-08-17 07:33,paid,EUR,47.36
SO-10842,2026-08-17 08:03,paid,EUR,254.06
SO-10640,2026-08-17 08:31,paid,EUR,265.01
SO-10617,2026-08-17 09:03,paid,EUR,292.44
SO-10843,2026-08-17 10:00,paid,EUR,104.16
SO-11155,2026-08-17 10:42,paid,EUR,179.21
SO-10941,2026-08-17 10:54,paid,EUR,461.12
SO-11016,2026-08-17 10:56,paid,EUR,215.53
SO-11124,2026-08-17 11:20,paid,EUR,84.66
SO-10887,2026-08-17 11:48,paid,EUR,375.71
SO-11119,2026-08-17 12:27,paid,EUR,40.12
SO-10811,2026-08-17 12:32,paid,EUR,362.63
SO-10138,2026-08-17 12:55,paid,EUR,299.44
SO-10591,2026-08-17 13:31,paid,EUR,194.03
SO-10789,2026-08-17 13:41,refunded,EUR,400.87
SO-10975,2026-08-17 14:18,paid,EUR,70.09
SO-10724,2026-08-17 14:47,paid,EUR,182.73
SO-11187,2026-08-17 15:02,paid,EUR,274.68
SO-10931,2026-08-17 15:09,paid,EUR,181.48
SO-10434,2026-08-17 16:01,paid,EUR,358.07
SO-11056,2026-08-17 18:01,cancelled,EUR,51.91
SO-10029,2026-08-17 18:12,paid,EUR,131.36
SO-10037,2026-08-17 18:40,cancelled,EUR,456.41
SO-10260,2026-08-17 19:00,paid,EUR,179.68
SO-10368,2026-08-17 19:13,paid,EUR,279.67
SO-10444,2026-08-17 20:52,paid,EUR,153.37
SO-11169,2026-08-17 20:53,cancelled,EUR,392.49
SO-11108,2026-08-17 21:18,paid,EUR,365.30
SO-10888,2026-08-17 21:55,paid,EUR,117.36
SO-10998,2026-08-17 22:53,paid,EUR,100.61
SO-10196,2026-08-17 23:31,cancelled,EUR,284.59
SO-10437,2026-08-18 00:48,paid,EUR,412.16
SO-10670,2026-08-18 01:04,refunded,EUR,14.33
SO-10163,2026-08-18 01:16,paid,EUR,342.87
SO-10449,2026-08-18 02:11,paid,EUR,22.86
SO-10219,2026-08-18 02:26,paid,EUR,385.96
SO-11190,2026-08-18 02:34,paid,EUR,317.39
SO-10859,2026-08-18 02:35,refunded,EUR,94.64
SO-10923,2026-08-18 03:21,paid,EUR,190.40
SO-10893,2026-08-18 03:27,cancelled,EUR,24.06
SO-10606,2026-08-18 03:43,paid,EUR,103.43
SO-10433,2026-08-18 03:45,paid,EUR,468.15
SO-10845,2026-08-18 03:48,paid,EUR,211.75
SO-10870,2026-08-18 04:55,refunded,EUR,405.95
SO-10804,2026-08-18 04:57,paid,EUR,47.31
SO-10355,2026-08-18 05:34,refunded,EUR,19.29
SO-10977,2026-08-18 05:37,refunded,EUR,292.93
SO-10173,2026-08-18 05:52,paid,EUR,476.07
SO-10345,2026-08-18 06:24,cancelled,EUR,210.14
SO-10440,2026-08-18 06:40,paid,EUR,98.66
SO-10070,2026-08-18 07:09,paid,EUR,452.71
SO-10862,2026-08-18 08:18,paid,EUR,150.36
SO-10342,2026-08-18 08:41,refunded,EUR,103.68
SO-10333,2026-08-18 08:46,paid,EUR,248.13
SO-10915,2026-08-18 08:58,paid,EUR,69.16
SO-10564,2026-08-18 09:21,paid,EUR,263.68
SO-11065,2026-08-18 10:08,paid,EUR,15.27
SO-10972,2026-08-18 10:21,paid,EUR,74.97
SO-10871,2026-08-18 10:33,paid,EUR,72.54
SO-10450,2026-08-18 10:57,paid,EUR,369.07
SO-10935,2026-08-18 11:41,paid,EUR,112.44
SO-10616,2026-08-18 11:45,paid,EUR,155.38
SO-10967,2026-08-18 12:08,paid,EUR,152.59
SO-10414,2026-08-18 12:29,paid,EUR,260.62
SO-10303,2026-08-18 13:00,paid,EUR,249.13
SO-11126,2026-08-18 13:27,paid,EUR,173.88
SO-10798,2026-08-18 13:30,cancelled,EUR,354.51
SO-10625,2026-08-18 16:10,paid,EUR,63.51
SO-10529,2026-08-18 16:18,paid,EUR,87.03
SO-10146,2026-08-18 17:14,cancelled,EUR,142.85
SO-10346,2026-08-18 17:17,paid,EUR,48.33
SO-10330,2026-08-18 17:37,paid,EUR,97.31
SO-10319,2026-08-18 18:04,paid,EUR,397.18
SO-10048,2026-08-18 18:18,refunded,EUR,162.88
SO-10854,2026-08-18 18:41,paid,EUR,42.58
SO-10321,2026-08-18 19:07,paid,EUR,44.64
SO-10288,2026-08-18 19:22,paid,EUR,178.72
SO-10009,2026-08-18 19:42,paid,EUR,276.37
SO-10506,2026-08-18 19:42,paid,EUR,177.28
SO-10989,2026-08-18 19:45,paid,EUR,450.08
SO-10249,2026-08-18 19:54,cancelled,EUR,156.80
SO-10681,2026-08-18 20:10,paid,EUR,71.58
SO-10717,2026-08-18 20:23,paid,EUR,195.61
SO-10730,2026-08-18 20:53,paid,EUR,441.78
SO-11064,2026-08-18 22:13,cancelled,EUR,430.76
SO-11100,2026-08-18 22:14,paid,EUR,402.35
SO-10068,2026-08-18 22:33,refunded,EUR,370.87
SO-10201,2026-08-18 23:04,cancelled,EUR,64.41
SO-10429,2026-08-18 23:44,paid,EUR,309.26
SO-10060,2026-08-19 00:56,paid,EUR,86.45
SO-10072,2026-08-19 01:05,refunded,EUR,326.44
SO-10533,2026-08-19 01:30,paid,EUR,148.37
SO-10109,2026-08-19 02:10,cancelled,EUR,245.52
SO-11069,2026-08-19 02:28,paid,EUR,31.87
SO-10823,2026-08-19 02:35,refunded,EUR,186.05
SO-10205,2026-08-19 03:12,paid,EUR,177.40
SO-10116,2026-08-19 04:41,paid,EUR,13.51
SO-10441,2026-08-19 05:16,paid,EUR,331.04
SO-11171,2026-08-19 05:56,paid,EUR,153.14
SO-10836,2026-08-19 07:31,paid,EUR,212.15
SO-11117,2026-08-19 08:21,paid,EUR,296.47
SO-10946,2026-08-19 09:13,paid,EUR,353.26
SO-10474,2026-08-19 09:30,paid,EUR,441.65
SO-10970,2026-08-19 09:34,refunded,EUR,83.09
SO-10539,2026-08-19 09:59,paid,EUR,206.92
SO-10274,2026-08-19 10:07,paid,EUR,274.86
SO-10460,2026-08-19 10:08,cancelled,EUR,118.52
SO-10400,2026-08-19 12:29,refunded,EUR,239.53
SO-10220,2026-08-19 12:39,paid,EUR,79.96
SO-10502,2026-08-19 12:54,refunded,EUR,459.14
SO-11170,2026-08-19 12:58,paid,EUR,457.63
SO-11109,2026-08-19 13:39,refunded,EUR,129.24
SO-10543,2026-08-19 14:59,paid,EUR,358.68
SO-10872,2026-08-19 15:24,paid,EUR,64.24
SO-11175,2026-08-19 15:24,refunded,EUR,221.43
SO-10672,2026-08-19 16:11,refunded,EUR,437.38
SO-10663,2026-08-19 16:27,paid,EUR,296.39
SO-10061,2026-08-19 16:34,refunded,EUR,376.83
SO-11136,2026-08-19 16:36,paid,EUR,19.25
SO-10336,2026-08-19 17:21,paid,EUR,452.83
SO-10660,2026-08-19 17:40,paid,EUR,47.65
SO-10572,2026-08-19 17:54,cancelled,EUR,66.43
SO-10320,2026-08-19 18:32,paid,EUR,452.27
SO-10711,2026-08-19 18:48,paid,EUR,374.26
SO-10018,2026-08-19 20:02,paid,EUR,128.42
SO-11141,2026-08-19 20:09,refunded,EUR,309.30
SO-10832,2026-08-19 21:10,refunded,EUR,166.45
SO-10873,2026-08-19 21:24,paid,EUR,479.36
SO-10340,2026-08-19 21:26,paid,EUR,244.11
SO-10335,2026-08-19 21:45,paid,EUR,450.18
SO-10840,2026-08-19 22:39,paid,EUR,187.65
SO-10822,2026-08-19 22:57,paid,EUR,310.99
SO-11005,2026-08-19 23:24,paid,EUR,149.41
SO-10428,2026-08-20 01:39,paid,EUR,267.29
SO-11078,2026-08-20 01:56,paid,EUR,203.99
SO-10664,2026-08-20 02:35,paid,EUR,390.16
SO-10016,2026-08-20 03:07,paid,EUR,297.91
SO-11096,2026-08-20 03:23,paid,EUR,257.89
SO-10669,2026-08-20 04:32,paid,EUR,85.92
SO-10723,2026-08-20 04:41,paid,EUR,95.91
SO-10689,2026-08-20 05:36,paid,EUR,150.11
SO-10763,2026-08-20 05:38,paid,EUR,196.86
SO-10760,2026-08-20 06:16,paid,EUR,326.00
SO-10102,2026-08-20 08:24,paid,EUR,446.03
SO-10010,2026-08-20 08:26,paid,EUR,355.80
SO-10143,2026-08-20 10:29,paid,EUR,432.15
SO-11174,2026-08-20 10:55,paid,EUR,322.36
SO-10175,2026-08-20 11:47,cancelled,EUR,256.45
SO-10332,2026-08-20 15:15,cancelled,EUR,344.38
SO-10898,2026-08-20 15:19,paid,EUR,118.87
SO-11101,2026-08-20 17:33,cancelled,EUR,162.33
SO-10847,2026-08-20 17:47,cancelled,EUR,399.56
SO-10988,2026-08-20 19:21,paid,EUR,200.00
SO-10218,2026-08-20 20:07,cancelled,EUR,225.46
SO-10039,2026-08-20 20:20,paid,EUR,52.69
SO-10612,2026-08-20 20:31,paid,EUR,313.70
SO-10751,2026-08-20 21:07,paid,EUR,398.81
SO-11093,2026-08-20 21:12,paid,EUR,371.85
SO-10814,2026-08-20 21:50,paid,EUR,393.59
SO-10827,2026-08-20 22:51,refunded,EUR,341.45
SO-10360,2026-08-20 23:14,refunded,EUR,293.22
SO-10864,2026-08-20 23:58,cancelled,EUR,109.53
SO-11165,2026-08-21 01:09,paid,EUR,428.23
SO-10167,2026-08-21 01:10,cancelled,EUR,217.30
SO-10104,2026-08-21 03:00,paid,EUR,345.66
SO-10085,2026-08-21 03:57,paid,EUR,397.93
SO-10380,2026-08-21 04:11,cancelled,EUR,390.44
SO-11051,2026-08-21 04:33,paid,EUR,277.88
SO-11195,2026-08-21 04:33,paid,EUR,410.65
SO-10903,2026-08-21 05:02,paid,EUR,286.65
SO-10825,2026-08-21 05:32,paid,EUR,471.28
SO-10738,2026-08-21 05:41,paid,EUR,188.78
SO-11068,2026-08-21 07:31,cancelled,EUR,211.52
SO-11140,2026-08-21 07:45,paid,EUR,185.12
SO-10505,2026-08-21 08:06,paid,EUR,131.15
SO-10856,2026-08-21 08:17,refunded,EUR,306.65
SO-10127,2026-08-21 08:50,paid,EUR,416.42
SO-10020,2026-08-21 09:11,paid,EUR,402.78
SO-10833,2026-08-21 09:15,paid,EUR,60.24
SO-10913,2026-08-21 09:15,paid,EUR,386.60
SO-10585,2026-08-21 09:20,cancelled,EUR,69.73
SO-10095,2026-08-21 11:30,paid,EUR,167.74
SO-11154,2026-08-21 12:02,paid,EUR,214.06
SO-10772,2026-08-21 12:11,refunded,EUR,158.06
SO-10480,2026-08-21 12:41,paid,EUR,156.12
SO-11158,2026-08-21 13:17,paid,EUR,396.88
SO-10844,2026-08-21 13:46,paid,EUR,180.74
SO-10305,2026-08-21 14:36,paid,EUR,426.23
SO-10447,2026-08-21 15:34,paid,EUR,407.89
SO-11110,2026-08-21 15:47,paid,EUR,182.11
SO-11181,2026-08-21 16:02,paid,EUR,409.13
SO-10385,2026-08-21 18:27,paid,EUR,299.32
SO-10957,2026-08-21 18:32,cancelled,EUR,277.16
SO-10581,2026-08-21 18:54,paid,EUR,335.72
SO-10334,2026-08-21 20:13,refunded,EUR,328.80
SO-11063,2026-08-21 20:24,cancelled,EUR,339.86
SO-10418,2026-08-21 20:30,cancelled,EUR,24.47
SO-11173,2026-08-21 21:13,paid,EUR,368.29
SO-10551,2026-08-21 21:35,paid,EUR,38.85
SO-10251,2026-08-21 22:25,paid,EUR,263.46
SO-10576,2026-08-21 22:34,paid,EUR,238.20
SO-10195,2026-08-21 22:41,paid,EUR,161.90
SO-10187,2026-08-21 23:18,paid,EUR,36.12
SO-10066,2026-08-21 23:31,paid,EUR,359.90
SO-10510,2026-08-21 23:43,paid,EUR,363.24
SO-10379,2026-08-21 23:54,paid,EUR,87.60
SO-10851,2026-08-22 00:56,paid,EUR,176.41
SO-10725,2026-08-22 01:26,paid,EUR,399.35
SO-10875,2026-08-22 01:35,paid,EUR,15.16
SO-10327,2026-08-22 03:42,cancelled,EUR,242.55
SO-10693,2026-08-22 04:04,paid,EUR,72.79
SO-10900,2026-08-22 04:34,paid,EUR,346.83
SO-10758,2026-08-22 04:43,paid,EUR,463.63
SO-10545,2026-08-22 04:47,paid,EUR,464.36
SO-10858,2026-08-22 05:39,paid,EUR,30.62
SO-10748,2026-08-22 06:00,paid,EUR,143.69
SO-10866,2026-08-22 06:08,paid,EUR,278.58
SO-10956,2026-08-22 06:40,refunded,EUR,306.41
SO-10613,2026-08-22 07:36,paid,EUR,352.78
SO-10348,2026-08-22 08:12,refunded,EUR,182.26
SO-10908,2026-08-22 09:09,paid,EUR,408.10
SO-10438,2026-08-22 09:49,paid,EUR,404.59
SO-10365,2026-08-22 09:55,refunded,EUR,32.41
SO-10786,2026-08-22 09:56,paid,EUR,28.04
SO-10815,2026-08-22 12:09,cancelled,EUR,207.11
SO-10442,2026-08-22 12:19,cancelled,EUR,165.18
SO-10607,2026-08-22 12:19,paid,EUR,293.62
SO-10140,2026-08-22 13:05,paid,EUR,200.29
SO-10374,2026-08-22 13:26,paid,EUR,135.99
SO-10535,2026-08-22 13:42,refunded,EUR,171.25
SO-10803,2026-08-22 13:53,paid,EUR,193.44
SO-10819,2026-08-22 14:39,paid,EUR,223.16
SO-10325,2026-08-22 16:23,paid,EUR,176.91
SO-10706,2026-08-22 16:26,paid,EUR,33.22
SO-10662,2026-08-22 16:43,cancelled,EUR,389.61
SO-11199,2026-08-22 16:58,paid,EUR,59.28
SO-10905,2026-08-22 17:02,refunded,EUR,423.41
SO-10499,2026-08-22 17:15,refunded,EUR,320.59
SO-10371,2026-08-22 17:16,paid,EUR,269.11
SO-10722,2026-08-22 19:24,paid,EUR,56.11
SO-10684,2026-08-22 21:06,paid,EUR,49.01
SO-10653,2026-08-22 21:12,paid,EUR,315.47
SO-11142,2026-08-22 23:14,refunded,EUR,66.92
SO-10680,2026-08-22 23:37,paid,EUR,439.07
SO-11027,2026-08-22 23:58,cancelled,EUR,178.23
SO-10965,2026-08-23 00:18,paid,EUR,478.52
SO-10486,2026-08-23 01:14,paid,EUR,302.07
SO-10134,2026-08-23 01:42,cancelled,EUR,426.57
SO-10058,2026-08-23 02:49,paid,EUR,316.69
SO-10144,2026-08-23 05:01,paid,EUR,92.61
SO-10521,2026-08-23 05:38,refunded,EUR,205.74
SO-11152,2026-08-23 06:32,paid,EUR,405.24
SO-11135,2026-08-23 06:34,paid,EUR,461.63
SO-10402,2026-08-23 07:08,paid,EUR,87.27
SO-11082,2026-08-23 07:27,paid,EUR,15.46
SO-10704,2026-08-23 07:43,paid,EUR,348.13
SO-10559,2026-08-23 08:58,paid,EUR,176.01
SO-10890,2026-08-23 10:31,paid,EUR,140.52
SO-11000,2026-08-23 11:39,cancelled,EUR,73.80
SO-10560,2026-08-23 11:45,paid,EUR,243.93
SO-10137,2026-08-23 12:10,cancelled,EUR,226.57
SO-10075,2026-08-23 13:11,paid,EUR,103.04
SO-10780,2026-08-23 13:28,paid,EUR,262.92
SO-10120,2026-08-23 14:35,paid,EUR,231.69
SO-10229,2026-08-23 14:53,paid,EUR,426.66
SO-10258,2026-08-23 14:53,paid,EUR,466.09
SO-11080,2026-08-23 15:34,paid,EUR,309.34
SO-10635,2026-08-23 15:53,paid,EUR,310.98
SO-10792,2026-08-23 17:39,paid,EUR,285.93
SO-10054,2026-08-23 20:09,paid,EUR,76.43
SO-10531,2026-08-23 20:21,paid,EUR,383.99
SO-11052,2026-08-23 20:52,paid,EUR,312.53
SO-10800,2026-08-23 21:12,paid,EUR,273.39
SO-10487,2026-08-23 21:18,cancelled,EUR,295.88
SO-10298,2026-08-23 21:34,paid,EUR,327.68
SO-10300,2026-08-23 21:36,paid,EUR,467.74
SO-10781,2026-08-23 23:24,paid,EUR,143.21
SO-10709,2026-08-24 04:19,paid,EUR,220.33
SO-11040,2026-08-24 04:40,paid,EUR,472.24
SO-10783,2026-08-24 05:29,refunded,EUR,48.88
SO-10122,2026-08-24 06:30,paid,EUR,340.29
SO-10464,2026-08-24 07:46,paid,EUR,148.62
SO-10373,2026-08-24 07:48,cancelled,EUR,437.62
SO-10568,2026-08-24 08:47,paid,EUR,479.92
SO-10891,2026-08-24 09:11,refunded,EUR,466.78
SO-10996,2026-08-24 09:38,cancelled,EUR,149.29
SO-10240,2026-08-24 10:12,paid,EUR,459.75
SO-10082,2026-08-24 12:43,paid,EUR,347.16
SO-10045,2026-08-24 13:14,paid,EUR,118.51
SO-10411,2026-08-24 13:14,paid,EUR,464.96
SO-10190,2026-08-24 13:16,paid,EUR,129.20
SO-10889,2026-08-24 13:30,paid,EUR,463.51
SO-10703,2026-08-24 13:41,paid,EUR,51.14
SO-10553,2026-08-24 14:12,paid,EUR,128.22
SO-10878,2026-08-24 14:31,paid,EUR,267.36
SO-10015,2026-08-24 14:40,cancelled,EUR,273.48
SO-10583,2026-08-24 14:52,paid,EUR,248.99
SO-10452,2026-08-24 15:38,paid,EUR,403.85
SO-11145,2026-08-24 15:51,cancelled,EUR,30.50
SO-10914,2026-08-24 16:55,paid,EUR,92.25
SO-11121,2026-08-24 16:57,paid,EUR,332.89
SO-10519,2026-08-24 17:46,paid,EUR,400.28
SO-10295,2026-08-24 18:22,cancelled,EUR,326.62
SO-10261,2026-08-24 19:21,paid,EUR,265.86
SO-10382,2026-08-24 20:15,cancelled,EUR,378.87
SO-10115,2026-08-24 21:22,paid,EUR,304.62
SO-10549,2026-08-24 21:32,paid,EUR,114.18
SO-11042,2026-08-24 23:03,cancelled,EUR,436.35
SO-10490,2026-08-24 23:06,paid,EUR,452.69
SO-11067,2026-08-24 23:07,cancelled,EUR,100.20
SO-10224,2026-08-25 03:53,paid,EUR,401.05
SO-11161,2026-08-25 03:54,paid,EUR,390.45
SO-10130,2026-08-25 04:04,paid,EUR,92.21
SO-10454,2026-08-25 04:23,paid,EUR,278.79
SO-10176,2026-08-25 05:14,paid,EUR,143.89
SO-10855,2026-08-25 05:19,refunded,EUR,349.35
SO-10647,2026-08-25 06:27,paid,EUR,234.81
SO-10846,2026-08-25 06:30,paid,EUR,22.82
SO-10405,2026-08-25 06:46,refunded,EUR,269.85
SO-10114,2026-08-25 06:50,paid,EUR,309.58
SO-10389,2026-08-25 08:05,refunded,EUR,238.37
SO-10223,2026-08-25 08:08,paid,EUR,354.84
SO-10570,2026-08-25 10:05,paid,EUR,478.97
SO-10964,2026-08-25 10:17,paid,EUR,172.22
SO-10362,2026-08-25 10:26,paid,EUR,392.65
SO-10079,2026-08-25 10:50,paid,EUR,258.94
SO-10894,2026-08-25 11:10,cancelled,EUR,458.76
SO-10466,2026-08-25 11:17,paid,EUR,111.89
SO-11193,2026-08-25 12:26,paid,EUR,167.35
SO-10265,2026-08-25 12:48,paid,EUR,184.96
SO-10850,2026-08-25 15:09,paid,EUR,31.25
SO-10463,2026-08-25 15:59,paid,EUR,103.90
SO-10243,2026-08-25 16:27,cancelled,EUR,262.47
SO-10203,2026-08-25 16:31,paid,EUR,162.33
SO-11166,2026-08-25 17:28,paid,EUR,87.44
SO-10639,2026-08-25 17:57,paid,EUR,414.96
SO-11097,2026-08-25 20:39,refunded,EUR,470.56
SO-10234,2026-08-25 20:47,paid,EUR,464.43
SO-10062,2026-08-25 21:47,paid,EUR,408.43
SO-10621,2026-08-25 21:49,paid,EUR,66.11
SO-11103,2026-08-25 22:09,paid,EUR,176.21
SO-10707,2026-08-25 22:15,paid,EUR,211.96
SO-10391,2026-08-25 22:29,paid,EUR,250.10
SO-10666,2026-08-25 22:32,paid,EUR,357.51
SO-11024,2026-08-25 22:39,paid,EUR,301.17
SO-10399,2026-08-25 23:58,cancelled,EUR,32.82
SO-10478,2026-08-26 00:52,refunded,EUR,383.45
SO-10185,2026-08-26 02:06,paid,EUR,330.55
SO-10097,2026-08-26 02:58,paid,EUR,425.89
SO-11012,2026-08-26 03:36,paid,EUR,200.39
SO-10818,2026-08-26 04:05,paid,EUR,127.97
SO-10445,2026-08-26 06:42,paid,EUR,83.64
SO-11183,2026-08-26 06:46,paid,EUR,81.26
SO-10667,2026-08-26 07:51,refunded,EUR,467.72
SO-10479,2026-08-26 07:58,paid,EUR,420.74
SO-10180,2026-08-26 08:59,cancelled,EUR,181.85
SO-10743,2026-08-26 09:11,paid,EUR,414.01
SO-10164,2026-08-26 09:22,paid,EUR,177.30
SO-10951,2026-08-26 10:05,refunded,EUR,15.28
SO-10376,2026-08-26 10:29,paid,EUR,71.72
SO-10954,2026-08-26 10:47,paid,EUR,313.85
SO-10038,2026-08-26 11:28,paid,EUR,63.37
SO-10985,2026-08-26 12:39,paid,EUR,342.50
SO-10516,2026-08-26 13:00,paid,EUR,284.51
SO-11115,2026-08-26 13:04,paid,EUR,21.14
SO-10270,2026-08-26 13:27,paid,EUR,446.68
SO-10807,2026-08-26 13:39,paid,EUR,20.57
SO-10470,2026-08-26 13:40,paid,EUR,112.59
