payment_id,order_id,paid_at,currency,amount,fee
PY-700397,SO-10028,2026-08-13 17:54,EUR,228.81,3.45
PY-700398,SO-10508,2026-08-13 18:55,EUR,328.52,4.85
PY-700399,SO-10675,2026-08-13 19:01,EUR,207.19,3.15
PY-700400,SO-10524,2026-08-13 19:13,EUR,454.34,6.61
PY-700401,SO-11177,2026-08-13 19:43,EUR,138.35,2.19
PY-700402,SO-10655,2026-08-13 21:26,EUR,68.14,1.20
PY-700403,SO-10471,2026-08-13 21:32,EUR,351.68,5.17
PY-700404,SO-10129,2026-08-13 21:42,EUR,162.53,2.53
PY-700405,SO-10555,2026-08-13 22:00,EUR,306.08,4.54
PY-700406,SO-10631,2026-08-13 23:15,EUR,143.70,2.26
PY-700407,SO-10603,2026-08-13 23:21,EUR,257.25,3.85
PY-700408,SO-11089,2026-08-13 23:55,EUR,338.34,4.99
PY-700409,SO-10600,2026-08-14 00:18,EUR,232.75,3.51
PY-700410,SO-10943,2026-08-14 00:37,EUR,399.42,5.84
PY-700411,SO-10525,2026-08-14 03:05,EUR,422.30,6.16
PY-700412,SO-11044,2026-08-14 03:12,EUR,82.43,1.40
PY-700413,SO-10259,2026-08-14 04:30,EUR,230.12,3.47
PY-700414,SO-10942,2026-08-14 05:33,EUR,347.62,5.12
PY-700415,SO-11025,2026-08-14 06:50,EUR,78.82,1.35
PY-700417,SO-10981,2026-08-14 07:42,EUR,424.14,6.19
PY-700416,SO-10210,2026-08-14 07:50,EUR,316.51,4.68
PY-700418,SO-10297,2026-08-14 08:05,EUR,183.14,2.81
PY-700419,SO-10514,2026-08-14 08:44,EUR,141.97,2.24
PY-700420,SO-10472,2026-08-14 09:02,EUR,169.47,2.62
PY-700421,SO-10865,2026-08-14 09:20,EUR,457.86,6.66
PY-700422,SO-10762,2026-08-14 09:20,EUR,133.59,2.12
PY-700423,SO-11122,2026-08-14 09:27,EUR,436.68,6.36
PY-700426,SO-10492,2026-08-14 11:13,EUR,346.53,5.10
PY-700424,SO-10895,2026-08-14 11:25,EUR,202.06,3.08
PY-700425,SO-11075,2026-08-14 11:29,EUR,351.87,5.18
PY-700427,SO-10136,2026-08-14 12:45,EUR,320.51,4.74
PY-700429,SO-10287,2026-08-14 14:03,EUR,459.99,6.69
PY-700428,SO-10649,2026-08-14 14:12,EUR,35.91,0.75
PY-700430,SO-10091,2026-08-14 14:54,EUR,454.85,6.62
PY-700431,SO-10306,2026-08-14 16:17,EUR,469.99,6.83
PY-700433,SO-10403,2026-08-14 17:00,EUR,141.56,2.23
PY-700432,SO-10734,2026-08-14 17:05,EUR,315.77,4.67
PY-700434,SO-10093,2026-08-14 17:37,EUR,328.57,4.85
PY-700435,SO-10228,2026-08-14 17:41,EUR,232.50,3.51
PY-700436,SO-11092,2026-08-14 19:07,EUR,128.88,2.05
PY-700437,SO-10764,2026-08-14 19:55,EUR,42.91,0.85
PY-700438,SO-10166,2026-08-14 21:12,EUR,66.51,1.18
PY-700439,SO-10106,2026-08-14 21:56,EUR,367.98,5.40
PY-700441,SO-10620,2026-08-14 23:05,EUR,88.79,1.49
PY-700440,SO-11023,2026-08-14 23:23,EUR,23.56,0.58
PY-700442,SO-10885,2026-08-15 00:13,EUR,40.87,0.82
PY-700443,SO-10226,2026-08-15 00:42,EUR,211.76,3.21
PY-700444,SO-10710,2026-08-15 01:38,EUR,442.65,6.45
PY-700445,SO-10384,2026-08-15 01:39,EUR,15.94,0.47
PY-700446,SO-11148,2026-08-15 02:26,EUR,349.42,5.14
PY-700447,SO-10512,2026-08-15 03:10,EUR,252.26,3.78
PY-700448,SO-10813,2026-08-15 04:12,EUR,115.83,1.87
PY-700449,SO-10165,2026-08-15 04:37,EUR,356.60,5.24
PY-700450,SO-10150,2026-08-15 07:03,EUR,209.95,3.19
PY-700451,SO-10422,2026-08-15 07:24,EUR,51.07,0.96
PY-700452,SO-10648,2026-08-15 07:34,EUR,175.50,2.71
PY-700453,SO-10679,2026-08-15 08:12,EUR,35.41,0.75
PY-700454,SO-10809,2026-08-15 08:39,EUR,388.03,5.68
PY-700455,SO-10096,2026-08-15 09:12,EUR,174.94,2.70
PY-700456,SO-10719,2026-08-15 10:24,EUR,233.45,3.52
PY-700457,SO-10356,2026-08-15 10:56,EUR,474.75,6.90
PY-700458,SO-10291,2026-08-15 11:28,EUR,446.20,6.50
PY-700460,SO-10757,2026-08-15 13:06,EUR,222.44,3.36
PY-700459,SO-10929,2026-08-15 13:18,EUR,335.72,4.95
PY-700461,SO-10404,2026-08-15 14:44,EUR,405.35,5.92
PY-700463,SO-10489,2026-08-15 15:19,EUR,20.17,0.53
PY-700462,SO-10991,2026-08-15 15:41,EUR,127.37,2.03
PY-700464,SO-10363,2026-08-15 15:45,EUR,134.68,2.14
PY-700465,SO-10793,2026-08-15 16:06,EUR,171.41,2.65
PY-700466,SO-10596,2026-08-15 16:33,EUR,49.19,0.94
PY-700467,SO-11034,2026-08-15 16:53,EUR,82.17,1.40
PY-700468,SO-10108,2026-08-15 17:05,EUR,324.18,4.79
PY-700469,SO-10565,2026-08-15 18:03,EUR,414.91,6.06
PY-700470,SO-11178,2026-08-15 18:44,EUR,75.99,1.31
PY-700471,SO-10191,2026-08-15 20:12,EUR,295.81,4.39
PY-700472,SO-10301,2026-08-15 21:05,EUR,302.22,4.48
PY-700473,SO-10701,2026-08-15 21:05,EUR,236.06,3.55
PY-700474,SO-10682,2026-08-15 21:11,EUR,402.85,5.89
PY-700475,SO-10231,2026-08-15 21:12,EUR,174.67,2.70
PY-700476,SO-11088,2026-08-15 21:33,EUR,138.71,2.19
PY-700477,SO-10563,2026-08-15 23:22,EUR,359.11,5.28
PY-700478,SO-10149,2026-08-16 00:11,EUR,365.94,5.37
PY-700479,SO-10838,2026-08-16 00:30,EUR,271.19,4.05
PY-700480,SO-10937,2026-08-16 00:50,EUR,212.75,3.23
PY-700481,SO-10254,2026-08-16 01:13,EUR,109.64,1.78
PY-700482,SO-10424,2026-08-16 01:22,EUR,101.66,1.67
PY-700483,SO-10767,2026-08-16 02:36,EUR,315.53,4.67
PY-700484,SO-10944,2026-08-16 03:13,EUR,397.04,5.81
PY-700485,SO-10313,2026-08-16 03:36,EUR,410.60,6.00
PY-700488,SO-10517,2026-08-16 04:14,EUR,224.65,3.40
PY-700487,SO-10084,2026-08-16 04:15,EUR,252.65,3.79
PY-700489,SO-10584,2026-08-16 04:56,EUR,414.91,6.06
PY-700490,SO-10245,2026-08-16 05:55,EUR,162.96,2.53
PY-700491,SO-11030,2026-08-16 06:07,EUR,406.25,5.94
PY-700492,SO-10936,2026-08-16 06:44,EUR,169.78,2.63
PY-700493,SO-11118,2026-08-16 07:44,EUR,74.90,1.30
PY-700494,SO-10799,2026-08-16 08:13,EUR,448.69,6.53
PY-700495,SO-10569,2026-08-16 08:53,EUR,258.27,3.87
PY-700496,SO-10520,2026-08-16 08:58,EUR,358.48,5.27
PY-700497,SO-10006,2026-08-16 09:26,EUR,26.55,0.62
PY-700498,SO-10969,2026-08-16 09:58,EUR,27.21,0.63
PY-700499,SO-10347,2026-08-16 12:03,EUR,96.01,1.59
PY-700500,SO-10909,2026-08-16 12:45,EUR,154.50,2.41
PY-700501,SO-10080,2026-08-16 12:52,EUR,268.30,4.01
PY-700502,SO-11167,2026-08-16 12:57,EUR,285.85,4.25
PY-700503,SO-11186,2026-08-16 13:14,EUR,336.14,4.96
PY-700504,SO-10160,2026-08-16 15:09,EUR,423.46,6.18
PY-700505,SO-11073,2026-08-16 16:30,EUR,102.29,1.68
PY-700507,SO-11011,2026-08-16 16:41,EUR,150.96,2.36
PY-700506,SO-10509,2026-08-16 16:54,EUR,471.25,6.85
PY-700508,SO-10806,2026-08-16 18:44,EUR,176.32,2.72
PY-700509,SO-10311,2026-08-16 20:14,EUR,140.27,2.21
PY-700510,SO-10504,2026-08-16 20:15,EUR,265.16,3.96
PY-700511,SO-10198,2026-08-16 20:25,EUR,464.71,6.76
PY-700512,SO-10500,2026-08-16 21:27,EUR,125.74,2.01
PY-700513,SO-10455,2026-08-16 22:44,EUR,279.34,4.16
PY-700514,SO-10992,2026-08-17 00:40,EUR,403.43,5.90
PY-700516,SO-10034,2026-08-17 00:41,EUR,83.70,1.42
PY-700515,SO-10388,2026-08-17 00:47,EUR,17.48,0.49
PY-700517,SO-10001,2026-08-17 02:46,EUR,185.25,2.84
PY-700518,SO-10092,2026-08-17 02:52,EUR,309.18,4.58
PY-700519,SO-10573,2026-08-17 04:23,EUR,395.07,5.78
PY-700520,SO-10507,2026-08-17 05:06,EUR,379.84,5.57
PY-700521,SO-10040,2026-08-17 05:51,EUR,251.42,3.77
PY-700522,SO-10121,2026-08-17 06:27,EUR,204.95,3.12
PY-700523,SO-10409,2026-08-17 06:38,EUR,252.23,3.78
PY-700524,SO-10290,2026-08-17 07:10,EUR,121.24,1.95
PY-700525,SO-10063,2026-08-17 07:42,EUR,47.36,0.91
PY-700526,SO-10842,2026-08-17 08:16,EUR,254.06,3.81
PY-700527,SO-10640,2026-08-17 08:54,EUR,265.01,3.96
PY-700528,SO-10617,2026-08-17 09:28,EUR,292.44,4.34
PY-700529,SO-10843,2026-08-17 10:05,EUR,104.16,1.71
PY-700530,SO-11155,2026-08-17 11:00,EUR,179.21,2.76
PY-700531,SO-10941,2026-08-17 11:01,EUR,461.12,6.71
PY-700533,SO-11124,2026-08-17 11:24,EUR,84.66,1.44
PY-700532,SO-11016,2026-08-17 11:26,EUR,215.53,3.27
PY-700534,SO-10887,2026-08-17 12:23,EUR,375.71,5.51
PY-700536,SO-10811,2026-08-17 12:43,EUR,362.63,5.33
PY-700535,SO-11119,2026-08-17 12:51,EUR,40.12,0.81
PY-700537,SO-10138,2026-08-17 12:56,EUR,299.44,4.44
PY-700539,SO-10789,2026-08-17 13:58,EUR,400.87,5.86
PY-701038,SO-19001,2026-08-17 14:01,EUR,31.27,1.10
PY-700538,SO-10591,2026-08-17 14:11,EUR,194.03,2.97
PY-700540,SO-10975,2026-08-17 14:39,EUR,70.09,1.23
PY-700541,SO-10724,2026-08-17 14:55,EUR,182.73,2.81
PY-700542,SO-11187,2026-08-17 15:13,EUR,274.68,4.10
PY-700543,SO-10931,2026-08-17 15:23,EUR,181.48,2.79
PY-700544,SO-10434,2026-08-17 16:27,EUR,358.07,5.26
PY-700545,SO-10029,2026-08-17 18:26,EUR,131.36,2.09
PY-700546,SO-10260,2026-08-17 19:07,EUR,179.68,2.77
PY-700547,SO-10368,2026-08-17 19:38,EUR,279.67,4.17
PY-700549,SO-11108,2026-08-17 21:21,EUR,365.30,5.36
PY-700548,SO-10444,2026-08-17 21:28,EUR,153.37,2.40
PY-700550,SO-10888,2026-08-17 22:29,EUR,117.36,1.89
PY-700551,SO-10998,2026-08-17 23:10,EUR,100.61,1.66
PY-700552,SO-10437,2026-08-18 01:17,EUR,412.16,6.02
PY-700553,SO-10670,2026-08-18 01:42,EUR,14.33,0.45
PY-700554,SO-10163,2026-08-18 01:47,EUR,342.87,5.05
PY-700555,SO-10449,2026-08-18 02:27,EUR,22.86,0.57
PY-700556,SO-10219,2026-08-18 02:29,EUR,385.96,5.65
PY-700557,SO-11190,2026-08-18 03:04,EUR,317.39,4.69
PY-700558,SO-10859,2026-08-18 03:11,EUR,94.64,1.57
PY-700559,SO-10923,2026-08-18 03:35,EUR,190.40,2.92
PY-700560,SO-10606,2026-08-18 03:45,EUR,103.43,1.70
PY-700562,SO-10845,2026-08-18 03:57,EUR,211.75,3.21
PY-700561,SO-10433,2026-08-18 04:08,EUR,468.15,6.80
PY-700564,SO-10804,2026-08-18 05:00,EUR,47.31,0.91
PY-700563,SO-10870,2026-08-18 05:01,EUR,405.95,5.93
PY-700566,SO-10977,2026-08-18 05:46,EUR,292.93,4.35
PY-700567,SO-10173,2026-08-18 05:56,EUR,476.07,6.91
PY-700565,SO-10355,2026-08-18 06:08,EUR,19.29,0.52
PY-700568,SO-10440,2026-08-18 07:01,EUR,98.66,1.63
PY-700569,SO-10070,2026-08-18 07:15,EUR,452.71,6.59
PY-700570,SO-10862,2026-08-18 08:45,EUR,150.36,2.36
PY-700571,SO-10342,2026-08-18 08:49,EUR,103.68,1.70
PY-700572,SO-10333,2026-08-18 09:11,EUR,248.13,3.72
PY-700573,SO-10915,2026-08-18 09:13,EUR,69.16,1.22
PY-700574,SO-10564,2026-08-18 09:31,EUR,263.68,3.94
PY-700575,SO-11065,2026-08-18 10:37,EUR,15.27,0.46
PY-700577,SO-10871,2026-08-18 10:44,EUR,72.54,1.27
PY-700576,SO-10972,2026-08-18 10:56,EUR,74.97,1.30
PY-700578,SO-10450,2026-08-18 11:32,EUR,369.07,5.42
PY-700579,SO-10935,2026-08-18 11:45,EUR,112.44,1.82
PY-700581,SO-10967,2026-08-18 12:12,EUR,152.59,2.39
PY-700580,SO-10616,2026-08-18 12:17,EUR,155.38,2.43
PY-700582,SO-10414,2026-08-18 12:31,EUR,260.62,3.90
PY-700583,SO-10303,2026-08-18 13:04,EUR,249.13,3.74
PY-700584,SO-11126,2026-08-18 13:34,EUR,173.88,2.68
PY-700585,SO-10625,2026-08-18 16:39,EUR,63.51,1.14
PY-700586,SO-10529,2026-08-18 16:44,EUR,87.03,1.47
PY-700587,SO-10346,2026-08-18 17:39,EUR,48.33,0.93
PY-700588,SO-10330,2026-08-18 17:52,EUR,97.31,1.61
PY-700589,SO-10319,2026-08-18 18:40,EUR,397.18,5.81
PY-700590,SO-10048,2026-08-18 18:55,EUR,162.88,2.53
PY-700591,SO-10854,2026-08-18 19:03,EUR,42.58,0.85
PY-700592,SO-10321,2026-08-18 19:24,EUR,44.64,0.87
PY-700593,SO-10288,2026-08-18 19:38,EUR,178.72,2.75
PY-700596,SO-10989,2026-08-18 20:07,EUR,450.08,6.55
PY-700595,SO-10506,2026-08-18 20:12,EUR,177.28,2.73
PY-700594,SO-10009,2026-08-18 20:18,EUR,276.37,4.12
PY-700597,SO-10681,2026-08-18 20:45,EUR,71.58,1.25
PY-700599,SO-10730,2026-08-18 21:00,EUR,441.78,6.43
PY-700600,SO-11100,2026-08-18 22:24,EUR,402.35,5.88
PY-700601,SO-10068,2026-08-18 22:52,EUR,370.87,5.44
PY-700602,SO-10429,2026-08-19 00:12,EUR,309.26,4.58
PY-700603,SO-10060,2026-08-19 01:05,EUR,86.45,1.46
PY-700604,SO-10072,2026-08-19 01:18,EUR,326.44,4.82
PY-700605,SO-10533,2026-08-19 01:44,EUR,148.37,2.33
PY-700606,SO-11069,2026-08-19 02:56,EUR,31.87,0.70
PY-700607,SO-10823,2026-08-19 03:15,EUR,186.05,2.85
PY-700608,SO-10205,2026-08-19 03:15,EUR,177.40,2.73
PY-700609,SO-10116,2026-08-19 04:59,EUR,13.51,0.44
PY-700610,SO-10441,2026-08-19 05:46,EUR,331.04,4.88
PY-700611,SO-11171,2026-08-19 06:09,EUR,153.14,2.39
PY-700612,SO-10836,2026-08-19 08:05,EUR,212.15,3.22
PY-700613,SO-11117,2026-08-19 08:27,EUR,296.47,4.40
PY-700614,SO-10946,2026-08-19 09:20,EUR,353.26,5.20
PY-700615,SO-10474,2026-08-19 09:38,EUR,441.65,6.43
PY-700616,SO-10970,2026-08-19 10:04,EUR,83.09,1.41
PY-700618,SO-10274,2026-08-19 10:11,EUR,274.86,4.10
PY-700617,SO-10539,2026-08-19 10:29,EUR,206.92,3.15
PY-700622,SO-11170,2026-08-19 13:00,EUR,457.63,6.66
PY-700619,SO-10400,2026-08-19 13:06,EUR,239.53,3.60
PY-700620,SO-10220,2026-08-19 13:13,EUR,79.96,1.37
PY-700621,SO-10502,2026-08-19 13:25,EUR,459.14,6.68
PY-700623,SO-11109,2026-08-19 14:14,EUR,129.24,2.06
PY-700624,SO-10543,2026-08-19 15:38,EUR,358.68,5.27
PY-700626,SO-11175,2026-08-19 15:41,EUR,221.43,3.35
PY-700625,SO-10872,2026-08-19 15:43,EUR,64.24,1.15
PY-700628,SO-10663,2026-08-19 16:41,EUR,296.39,4.40
PY-700627,SO-10672,2026-08-19 16:43,EUR,437.38,6.37
PY-700629,SO-10061,2026-08-19 16:45,EUR,376.83,5.53
PY-700630,SO-11136,2026-08-19 16:57,EUR,19.25,0.52
PY-700631,SO-10336,2026-08-19 17:39,EUR,452.83,6.59
PY-700632,SO-10660,2026-08-19 18:04,EUR,47.65,0.92
PY-700634,SO-10711,2026-08-19 19:02,EUR,374.26,5.49
PY-700633,SO-10320,2026-08-19 19:05,EUR,452.27,6.58
PY-700636,SO-11141,2026-08-19 20:17,EUR,309.30,4.58
PY-700635,SO-10018,2026-08-19 20:20,EUR,128.42,2.05
PY-700637,SO-10832,2026-08-19 21:16,EUR,166.45,2.58
PY-700639,SO-10340,2026-08-19 21:32,EUR,244.11,3.67
PY-700640,SO-10335,2026-08-19 21:56,EUR,450.18,6.55
PY-700638,SO-10873,2026-08-19 22:02,EUR,479.36,6.96
PY-700641,SO-10840,2026-08-19 22:46,EUR,187.65,2.88
PY-700642,SO-10822,2026-08-19 22:58,EUR,310.99,4.60
PY-700643,SO-11005,2026-08-19 23:25,EUR,149.41,2.34
PY-700644,SO-10428,2026-08-20 01:50,EUR,267.29,3.99
PY-700645,SO-11078,2026-08-20 02:16,EUR,203.99,3.11
PY-700646,SO-10664,2026-08-20 02:38,EUR,390.16,5.71
PY-700647,SO-10016,2026-08-20 03:26,EUR,297.91,4.42
PY-700648,SO-11096,2026-08-20 03:59,EUR,257.89,3.86
PY-700649,SO-10669,2026-08-20 05:05,EUR,85.92,1.45
PY-700650,SO-10723,2026-08-20 05:17,EUR,95.91,1.59
PY-700651,SO-10689,2026-08-20 06:04,EUR,150.11,2.35
PY-700653,SO-10760,2026-08-20 06:17,EUR,326.00,4.81
PY-700652,SO-10763,2026-08-20 06:18,EUR,196.86,3.01
PY-700654,SO-10102,2026-08-20 08:26,EUR,446.03,6.49
PY-700655,SO-10010,2026-08-20 08:44,EUR,355.80,5.23
PY-700656,SO-10143,2026-08-20 10:43,EUR,432.15,6.30
PY-700657,SO-11174,2026-08-20 11:10,EUR,322.36,4.76
PY-700658,SO-10898,2026-08-20 15:28,EUR,118.87,1.91
PY-700660,SO-10039,2026-08-20 20:46,EUR,52.69,0.99
PY-700661,SO-10612,2026-08-20 20:51,EUR,313.70,4.64
PY-700662,SO-10751,2026-08-20 21:37,EUR,398.81,5.83
PY-700663,SO-11093,2026-08-20 21:37,EUR,371.85,5.46
PY-700664,SO-10814,2026-08-20 22:24,EUR,393.59,5.76
PY-700665,SO-10827,2026-08-20 23:02,EUR,341.45,5.03
PY-700666,SO-10360,2026-08-20 23:26,EUR,293.22,4.36
PY-700667,SO-11165,2026-08-21 01:30,EUR,428.23,6.25
PY-700668,SO-10104,2026-08-21 03:02,EUR,333.16,5.09
PY-700669,SO-10085,2026-08-21 04:07,EUR,397.93,5.82
PY-700671,SO-11195,2026-08-21 04:48,EUR,410.65,6.00
PY-700670,SO-11051,2026-08-21 04:58,EUR,277.88,4.14
PY-700672,SO-10903,2026-08-21 05:38,EUR,286.65,4.26
PY-700673,SO-10825,2026-08-21 05:57,EUR,471.28,6.85
PY-700674,SO-10738,2026-08-21 06:16,EUR,188.78,2.89
PY-700675,SO-11140,2026-08-21 07:55,EUR,185.12,2.84
PY-700676,SO-10505,2026-08-21 08:44,EUR,131.15,2.09
PY-700677,SO-10856,2026-08-21 08:53,EUR,306.65,4.54
PY-700678,SO-10127,2026-08-21 09:22,EUR,416.42,6.08
PY-700679,SO-10020,2026-08-21 09:28,EUR,402.78,5.89
PY-700681,SO-10913,2026-08-21 09:43,EUR,386.60,5.66
PY-700680,SO-10833,2026-08-21 09:46,EUR,60.24,1.09
PY-700682,SO-10095,2026-08-21 11:34,EUR,167.74,2.60
PY-700683,SO-11154,2026-08-21 12:25,EUR,214.06,3.25
PY-700684,SO-10772,2026-08-21 12:49,EUR,158.06,2.46
PY-700685,SO-10480,2026-08-21 13:15,EUR,156.12,2.44
PY-700686,SO-11158,2026-08-21 13:19,EUR,396.88,5.81
PY-700687,SO-10844,2026-08-21 13:49,EUR,180.74,2.78
PY-700688,SO-10305,2026-08-21 15:00,EUR,426.23,6.22
PY-700689,SO-10447,2026-08-21 15:44,EUR,407.89,5.96
PY-700691,SO-11181,2026-08-21 16:15,EUR,409.13,5.98
PY-700690,SO-11110,2026-08-21 16:20,EUR,182.11,2.80
PY-700692,SO-10385,2026-08-21 18:51,EUR,299.32,4.44
PY-700693,SO-10581,2026-08-21 19:05,EUR,335.72,4.95
PY-700694,SO-10334,2026-08-21 20:18,EUR,328.80,4.85
PY-700695,SO-11173,2026-08-21 21:22,EUR,368.29,5.41
PY-700696,SO-10551,2026-08-21 22:03,EUR,38.85,0.79
PY-700697,SO-10251,2026-08-21 22:29,EUR,263.46,3.94
PY-700698,SO-10576,2026-08-21 22:52,EUR,238.20,3.58
PY-700699,SO-10195,2026-08-21 23:14,EUR,161.90,2.52
PY-700700,SO-10187,2026-08-21 23:31,EUR,36.12,0.76
PY-700701,SO-10066,2026-08-21 23:35,EUR,359.90,5.29
PY-700702,SO-10510,2026-08-21 23:52,EUR,363.24,5.34
PY-700703,SO-10379,2026-08-22 00:31,EUR,87.60,1.48
PY-700704,SO-10851,2026-08-22 01:36,EUR,176.41,2.72
PY-700706,SO-10875,2026-08-22 01:52,EUR,15.16,0.46
PY-700705,SO-10725,2026-08-22 01:58,EUR,399.35,5.84
PY-700707,SO-10693,2026-08-22 04:10,EUR,72.79,1.27
PY-700708,SO-10900,2026-08-22 04:40,EUR,346.83,5.11
PY-700710,SO-10545,2026-08-22 04:53,EUR,464.36,6.75
PY-700709,SO-10758,2026-08-22 04:58,EUR,463.63,6.74
PY-700711,SO-10858,2026-08-22 05:42,EUR,30.62,0.68
PY-700712,SO-10748,2026-08-22 06:09,EUR,143.69,2.26
PY-700713,SO-10866,2026-08-22 06:27,EUR,278.58,4.15
PY-700714,SO-10956,2026-08-22 07:06,EUR,306.41,4.54
PY-700715,SO-10613,2026-08-22 08:07,EUR,352.78,5.19
PY-700716,SO-10348,2026-08-22 08:25,EUR,182.26,2.80
PY-700717,SO-10908,2026-08-22 09:40,EUR,408.10,5.96
PY-700718,SO-10438,2026-08-22 09:55,EUR,404.59,5.91
PY-700720,SO-10786,2026-08-22 10:06,EUR,28.04,0.64
PY-700719,SO-10365,2026-08-22 10:11,EUR,32.41,0.70
PY-700721,SO-10607,2026-08-22 12:33,EUR,293.62,4.36
PY-700722,SO-10140,2026-08-22 13:20,EUR,200.29,3.05
PY-700723,SO-10374,2026-08-22 13:44,EUR,135.99,2.15
PY-700724,SO-10535,2026-08-22 13:53,EUR,171.25,2.65
PY-700725,SO-10803,2026-08-22 13:59,EUR,193.44,2.96
PY-700726,SO-10819,2026-08-22 15:15,EUR,223.16,3.37
PY-700727,SO-10325,2026-08-22 16:51,EUR,176.91,2.73
PY-700728,SO-10706,2026-08-22 17:00,EUR,33.22,0.72
PY-700729,SO-11199,2026-08-22 17:13,EUR,59.28,1.08
PY-700730,SO-10905,2026-08-22 17:34,EUR,423.41,6.18
PY-700731,SO-10499,2026-08-22 17:45,EUR,320.59,4.74
PY-700732,SO-10371,2026-08-22 17:49,EUR,269.11,4.02
PY-700733,SO-10722,2026-08-22 19:55,EUR,56.11,1.04
PY-700735,SO-10653,2026-08-22 21:45,EUR,315.47,4.67
PY-700734,SO-10684,2026-08-22 21:46,EUR,49.01,0.94
PY-700736,SO-11142,2026-08-22 23:48,EUR,66.92,1.19
PY-700737,SO-10680,2026-08-22 23:59,EUR,439.07,6.40
PY-700738,SO-10965,2026-08-23 00:38,EUR,478.52,6.95
PY-700739,SO-10486,2026-08-23 01:16,EUR,302.07,4.48
PY-700740,SO-10058,2026-08-23 03:00,EUR,316.69,4.68
PY-700741,SO-10144,2026-08-23 05:25,EUR,92.61,1.55
PY-700742,SO-10521,2026-08-23 05:53,EUR,205.74,3.13
PY-700743,SO-11152,2026-08-23 07:02,EUR,405.24,5.92
PY-700744,SO-11135,2026-08-23 07:10,EUR,461.63,6.71
PY-700745,SO-10402,2026-08-23 07:23,EUR,87.27,1.47
PY-700746,SO-11082,2026-08-23 07:45,EUR,15.46,0.47
PY-700747,SO-10704,2026-08-23 07:46,EUR,348.13,5.12
PY-700748,SO-10559,2026-08-23 09:16,EUR,176.01,2.71
PY-700749,SO-10890,2026-08-23 10:57,EUR,140.52,2.22
PY-700750,SO-10560,2026-08-23 12:03,EUR,243.93,3.67
PY-700751,SO-10075,2026-08-23 13:20,EUR,103.04,1.69
PY-700752,SO-10780,2026-08-23 13:56,EUR,262.92,3.93
PY-700753,SO-10120,2026-08-23 15:11,EUR,231.69,3.49
PY-700755,SO-10258,2026-08-23 15:17,EUR,466.09,6.78
PY-700754,SO-10229,2026-08-23 15:30,EUR,426.66,6.22
PY-700756,SO-11080,2026-08-23 15:55,EUR,309.34,4.58
PY-700757,SO-10635,2026-08-23 16:25,EUR,310.98,4.60
PY-700758,SO-10792,2026-08-23 17:53,EUR,285.93,4.25
PY-700759,SO-10054,2026-08-23 20:12,EUR,76.43,1.32
PY-700760,SO-10531,2026-08-23 20:33,EUR,383.99,5.63
PY-700761,SO-11052,2026-08-23 21:10,EUR,312.53,4.63
PY-700762,SO-10800,2026-08-23 21:13,EUR,273.39,4.08
PY-700763,SO-10298,2026-08-23 21:45,EUR,327.68,4.84
PY-700764,SO-10300,2026-08-23 22:03,EUR,467.74,6.80
PY-700765,SO-10781,2026-08-23 23:26,EUR,143.21,2.25
PY-700766,SO-10709,2026-08-24 04:41,EUR,220.33,3.33
PY-700767,SO-11040,2026-08-24 04:45,EUR,472.24,6.86
PY-700768,SO-10783,2026-08-24 06:05,EUR,48.88,0.93
PY-700769,SO-10122,2026-08-24 06:56,EUR,340.29,5.01
PY-700770,SO-10464,2026-08-24 08:25,EUR,148.62,2.33
PY-700771,SO-10568,2026-08-24 09:09,EUR,479.92,6.97
PY-700772,SO-10891,2026-08-24 09:27,EUR,466.78,6.78
PY-700773,SO-10240,2026-08-24 10:16,EUR,459.75,6.69
PY-700774,SO-10082,2026-08-24 13:02,EUR,347.16,5.11
PY-700777,SO-10190,2026-08-24 13:28,EUR,129.20,2.06
PY-700775,SO-10045,2026-08-24 13:32,EUR,118.51,1.91
PY-700778,SO-10889,2026-08-24 13:51,EUR,463.51,6.74
PY-700776,SO-10411,2026-08-24 13:54,EUR,464.96,6.76
PY-700779,SO-10703,2026-08-24 13:55,EUR,51.14,0.97
PY-701039,SO-19002,2026-08-24 14:02,EUR,161.82,1.10
PY-700780,SO-10553,2026-08-24 14:13,EUR,128.22,2.05
PY-700781,SO-10878,2026-08-24 14:40,EUR,267.36,3.99
PY-700782,SO-10583,2026-08-24 15:18,EUR,248.99,3.74
PY-700783,SO-10452,2026-08-24 15:52,EUR,403.85,5.90
PY-700784,SO-10914,2026-08-24 17:03,EUR,92.25,1.54
PY-700785,SO-11121,2026-08-24 17:08,EUR,332.89,4.91
PY-700786,SO-10519,2026-08-24 17:56,EUR,400.28,5.85
PY-700787,SO-10261,2026-08-24 19:56,EUR,265.86,3.97
PY-700788,SO-10115,2026-08-24 21:29,EUR,304.62,4.51
PY-700789,SO-10549,2026-08-24 22:10,EUR,114.18,1.85
PY-700790,SO-10490,2026-08-24 23:20,EUR,452.69,6.59
PY-700792,SO-11161,2026-08-25 04:09,EUR,390.45,5.72
PY-700791,SO-10224,2026-08-25 04:29,EUR,401.05,5.86
PY-700793,SO-10130,2026-08-25 04:33,EUR,92.21,1.54
PY-700794,SO-10454,2026-08-25 04:53,EUR,278.79,4.15
PY-700795,SO-10176,2026-08-25 05:34,EUR,143.89,2.26
PY-700796,SO-10855,2026-08-25 05:46,EUR,349.35,5.14
