Transaction Date,Type,Order,Card Brand,Card Source,Payout Status,Payout Date,Available On,Amount,Fee,Net
2026-03-06 18:31:01,charge,#7841,american_express,online,paid,2026-03-10,2026-03-10,33.95,1.23,32.72
2026-03-06 18:37:51,charge,#7842,visa,google_pay,paid,2026-03-10,2026-03-10,26.55,0.65,25.90
2026-03-06 19:09:01,charge,#7843,visa,online,paid,2026-03-10,2026-03-10,329.00,5.18,323.82
2026-03-06 19:45:11,charge,#7845,visa,online,paid,2026-03-10,2026-03-10,89.00,1.58,87.42
2026-03-06 19:45:26,charge,#7846,visa,online,paid,2026-03-10,2026-03-10,79.20,1.44,77.76
2026-03-06 19:58:20,charge,#7847,master,online,paid,2026-03-10,2026-03-10,61.95,1.18,60.77
2026-03-06 20:24:43,charge,#7849,visa,online,paid,2026-03-10,2026-03-10,128.00,2.17,125.83
2026-03-06 21:15:18,charge,#7853,visa,online,paid,2026-03-10,2026-03-10,353.00,5.54,347.46
2026-03-06 21:40:27,charge,#7854,master,apple_pay,paid,2026-03-10,2026-03-10,356.00,5.59,350.41
2026-03-06 22:07:58,charge,#7857,visa,online,paid,2026-03-10,2026-03-10,109.00,1.88,107.12
2026-03-06 22:18:31,charge,#7858,visa,apple_pay,paid,2026-03-10,2026-03-10,39.15,0.84,38.31
2026-03-06 22:23:14,charge,#7859,master,online,paid,2026-03-10,2026-03-10,416.00,6.49,409.51
2026-03-06 22:35:34,charge,#7862,master,online,paid,2026-03-10,2026-03-10,68.95,1.28,67.67
2026-03-06 23:26:32,charge,#7864,master,online,paid,2026-03-10,2026-03-10,86.00,1.54,84.46
2026-03-07 01:43:39,refund,#7464,visa,apple_pay,paid,2026-03-10,2026-03-10,-836.00,0.00,-836.00
2026-03-07 03:02:18,charge,#7865,master,online,paid,2026-03-10,2026-03-10,189.00,3.08,185.92
2026-03-07 03:03:19,charge,#7866,master,online,paid,2026-03-10,2026-03-10,89.00,1.58,87.42
2026-03-07 03:42:13,charge,#7868,master,online,paid,2026-03-10,2026-03-10,153.00,2.54,150.46
2026-03-07 07:35:01,charge,#7874,master,online,paid,2026-03-10,2026-03-10,78.00,1.42,76.58
2026-03-07 09:13:52,charge,#7876,visa,apple_pay,paid,2026-03-10,2026-03-10,189.00,3.08,185.92
2026-03-07 09:15:22,charge,#7877,master,online,paid,2026-03-10,2026-03-10,79.00,1.44,77.56
2026-03-07 09:16:39,charge,#7878,master,online,paid,2026-03-10,2026-03-10,33.95,0.76,33.19
2026-03-07 09:27:45,charge,#7880,visa,online,paid,2026-03-10,2026-03-10,289.95,4.60,285.35
2026-03-07 09:41:38,charge,#7882,visa,online,paid,2026-03-10,2026-03-10,134.00,2.26,131.74
2026-03-07 09:58:50,charge,#7884,master,online,paid,2026-03-10,2026-03-10,62.95,1.19,61.76
2026-03-07 10:05:32,charge,#7885,american_express,google_pay,paid,2026-03-10,2026-03-10,29.00,1.09,27.91
2026-03-07 10:15:48,charge,#7886,master,online,paid,2026-03-10,2026-03-10,256.00,4.09,251.91
2026-03-07 10:33:54,charge,#7887,master,online,paid,2026-03-10,2026-03-10,388.00,6.07,381.93
2026-03-07 11:20:51,charge,#7891,master,online,paid,2026-03-10,2026-03-10,76.00,1.39,74.61
2026-03-07 11:51:45,refund,#6988,visa,online,paid,2026-03-10,2026-03-10,-207.00,0.00,-207.00
2026-03-07 11:54:05,charge,#7894,visa,online,paid,2026-03-10,2026-03-10,79.00,1.44,77.56
2026-03-07 12:10:44,charge,#7895,master,online,paid,2026-03-10,2026-03-10,108.00,1.87,106.13
2026-03-07 12:21:02,charge,#7897,visa,google_pay,paid,2026-03-10,2026-03-10,426.00,6.64,419.36
2026-03-07 12:41:24,charge,#7898,visa,apple_pay,paid,2026-03-10,2026-03-10,246.05,3.94,242.11
2026-03-07 12:46:18,charge,#7899,visa,online,paid,2026-03-10,2026-03-10,77.00,1.40,75.60
2026-03-07 13:09:53,charge,#7903,master,online,paid,2026-03-10,2026-03-10,28.95,0.68,28.27
2026-03-07 13:33:14,charge,#7908,visa,google_pay,paid,2026-03-10,2026-03-10,154.00,2.56,151.44
2026-03-07 13:54:42,charge,#7912,master,online,paid,2026-03-10,2026-03-10,33.95,0.76,33.19
2026-03-07 13:56:43,charge,#7914,master,online,paid,2026-03-10,2026-03-10,233.00,3.74,229.26
2026-03-07 14:26:36,charge,#7919,master,online,paid,2026-03-10,2026-03-10,29.95,0.70,29.25
2026-03-07 14:48:24,charge,#7923,visa,online,paid,2026-03-10,2026-03-10,23.95,0.61,23.34
2026-03-07 15:26:15,charge,#7927,visa,online,paid,2026-03-10,2026-03-10,925.95,14.14,911.81
2026-03-07 15:57:17,charge,#7929,visa,apple_pay,paid,2026-03-10,2026-03-10,122.00,2.08,119.92
2026-03-07 16:48:36,charge,#7934,visa,online,paid,2026-03-10,2026-03-10,587.00,9.06,577.94
2026-03-07 16:58:46,charge,#7935,master,online,paid,2026-03-10,2026-03-10,291.95,4.63,287.32
2026-03-07 17:02:53,charge,#7936,master,online,paid,2026-03-10,2026-03-10,239.00,3.84,235.16
2026-03-07 17:08:50,charge,#7938,master,apple_pay,paid,2026-03-10,2026-03-10,128.00,2.17,125.83
2026-03-07 18:16:40,charge,#7944,visa,online,paid,2026-03-10,2026-03-10,370.00,5.80,364.20
2026-03-07 18:27:58,charge,#7945,visa,google_pay,paid,2026-03-10,2026-03-10,68.95,1.28,67.67
2026-03-07 19:19:21,charge,#7952,visa,online,paid,2026-03-10,2026-03-10,406.95,6.35,400.60
2026-03-07 19:34:24,charge,#7954,visa,online,paid,2026-03-10,2026-03-10,567.00,8.76,558.24
2026-03-07 20:10:12,charge,#7958,master,apple_pay,paid,2026-03-10,2026-03-10,637.00,9.80,627.20
2026-03-07 20:16:57,charge,#7959,visa,online,paid,2026-03-10,2026-03-10,338.95,5.33,333.62
2026-03-07 20:24:41,charge,#7961,master,online,paid,2026-03-10,2026-03-10,180.95,2.96,177.99
2026-03-07 20:34:12,charge,#7962,visa,google_pay,paid,2026-03-10,2026-03-10,191.00,3.12,187.88
2026-03-07 21:05:31,charge,#7966,american_express,apple_pay,paid,2026-03-10,2026-03-10,199.20,6.03,193.17
2026-03-07 21:48:39,charge,#7968,visa,apple_pay,paid,2026-03-10,2026-03-10,89.00,1.58,87.42
2026-03-07 22:02:50,charge,#7970,visa,online,paid,2026-03-10,2026-03-10,99.00,1.74,97.26
2026-03-07 23:11:52,charge,#7976,visa,online,paid,2026-03-10,2026-03-10,395.00,6.18,388.82
2026-03-07 23:36:00,refund,#7626,master,online,paid,2026-03-10,2026-03-10,-31.95,0.00,-31.95
2026-03-07 23:39:41,charge,#7977,visa,online,paid,2026-03-10,2026-03-10,88.00,1.57,86.43
2026-03-08 00:45:33,charge,#7978,visa,online,paid,2026-03-10,2026-03-10,81.95,1.48,80.47
2026-03-08 01:13:02,refund,#7243,visa,online,paid,2026-03-10,2026-03-10,-107.10,0.00,-107.10
2026-03-08 02:40:26,refund,#7333,visa,online,paid,2026-03-10,2026-03-10,-67.05,0.00,-67.05
2026-03-08 04:54:54,refund,#6879,visa,online,paid,2026-03-10,2026-03-10,-15.66,0.00,-15.66
2026-03-08 08:17:16,charge,#7981,visa,online,paid,2026-03-10,2026-03-10,649.80,10.00,639.80
2026-03-08 08:32:12,charge,#7982,visa,online,paid,2026-03-10,2026-03-10,182.70,2.99,179.71
2026-03-08 09:13:48,charge,#7984,master,apple_pay,paid,2026-03-10,2026-03-10,98.00,1.72,96.28
2026-03-08 09:32:37,charge,#7985,visa,online,paid,2026-03-10,2026-03-10,63.95,1.21,62.74
2026-03-08 09:35:33,charge,#7986,master,google_pay,paid,2026-03-10,2026-03-10,143.00,2.40,140.60
2026-03-08 09:43:30,charge,#7987,visa,online,paid,2026-03-10,2026-03-10,103.00,1.80,101.20
2026-03-08 10:09:47,charge,#7990,master,online,paid,2026-03-10,2026-03-10,38.95,0.83,38.12
2026-03-08 10:17:40,charge,#7992,american_express,online,paid,2026-03-10,2026-03-10,33.95,1.23,32.72
2026-03-08 10:23:03,charge,#7993,visa,online,paid,2026-03-10,2026-03-10,595.00,9.18,585.82
2026-03-08 11:07:08,charge,#7995,master,online,paid,2026-03-10,2026-03-10,326.00,5.14,320.86
2026-03-08 11:09:34,charge,#7996,visa,apple_pay,paid,2026-03-10,2026-03-10,239.00,3.84,235.16
2026-03-08 11:16:22,charge,#7999,master,online,paid,2026-03-10,2026-03-10,189.00,3.08,185.92
2026-03-08 12:08:54,charge,#8002,visa,apple_pay,paid,2026-03-10,2026-03-10,200.00,3.25,196.75
2026-03-08 12:21:18,charge,#8005,master,online,paid,2026-03-10,2026-03-10,211.00,3.42,207.58
2026-03-08 12:48:39,charge,#8006,master,online,paid,2026-03-10,2026-03-10,119.00,2.04,116.96
2026-03-08 13:20:29,charge,#8010,master,online,paid,2026-03-10,2026-03-10,67.95,1.27,66.68
2026-03-08 13:22:10,charge,#8011,visa,online,paid,2026-03-10,2026-03-10,177.00,2.90,174.10
2026-03-08 13:28:22,charge,#8012,master,online,paid,2026-03-10,2026-03-10,158.00,2.62,155.38
2026-03-08 13:34:06,charge,#8014,visa,apple_pay,paid,2026-03-10,2026-03-10,243.00,3.90,239.10
2026-03-08 13:43:47,charge,#8015,master,apple_pay,paid,2026-03-10,2026-03-10,81.95,1.48,80.47
2026-03-08 13:44:36,charge,#8016,master,online,paid,2026-03-10,2026-03-10,407.00,6.36,400.64
2026-03-08 13:49:16,charge,#8018,visa,google_pay,paid,2026-03-10,2026-03-10,29.00,0.68,28.32
2026-03-08 13:53:37,charge,#8019,visa,online,paid,2026-03-10,2026-03-10,23.95,0.61,23.34
2026-03-08 14:25:23,charge,#8020,master,online,paid,2026-03-10,2026-03-10,234.00,3.76,230.24
2026-03-08 14:33:28,refund,#7252,visa,apple_pay,paid,2026-03-10,2026-03-10,-33.95,0.00,-33.95
2026-03-08 14:40:04,charge,#8022,master,apple_pay,paid,2026-03-10,2026-03-10,119.00,2.04,116.96
2026-03-08 14:41:51,charge,#8023,master,apple_pay,paid,2026-03-10,2026-03-10,116.00,1.99,114.01
2026-03-08 14:59:41,charge,#8026,visa,google_pay,paid,2026-03-10,2026-03-10,188.00,3.07,184.93
2026-03-08 15:28:00,charge,#8028,visa,online,paid,2026-03-10,2026-03-10,979.20,14.94,964.26
2026-03-08 15:49:58,charge,#8029,american_express,apple_pay,paid,2026-03-10,2026-03-10,111.95,3.50,108.45
2026-03-08 16:36:15,charge,#8036,visa,google_pay,paid,2026-03-10,2026-03-10,249.00,3.98,245.02
2026-03-08 17:46:13,charge,#8040,visa,google_pay,paid,2026-03-10,2026-03-10,467.00,7.26,459.74
2026-03-08 19:03:50,charge,#8043,visa,apple_pay,paid,2026-03-10,2026-03-10,238.00,3.82,234.18
2026-03-08 19:12:38,charge,#8044,visa,online,paid,2026-03-10,2026-03-10,118.00,2.02,115.98
2026-03-08 19:14:43,charge,#8045,visa,online,paid,2026-03-10,2026-03-10,89.00,1.58,87.42
2026-03-08 19:16:21,charge,#8046,visa,apple_pay,paid,2026-03-10,2026-03-10,72.95,1.34,71.61
2026-03-08 19:27:32,charge,#8047,visa,online,paid,2026-03-10,2026-03-10,39.15,0.84,38.31
2026-03-08 19:31:31,charge,#8048,visa,online,paid,2026-03-10,2026-03-10,28.95,0.68,28.27
2026-03-08 19:37:45,charge,#8050,visa,apple_pay,paid,2026-03-10,2026-03-10,128.00,2.17,125.83
2026-03-08 19:59:59,refund,#7598,master,online,paid,2026-03-10,2026-03-10,-49.95,0.00,-49.95
2026-03-08 20:10:25,charge,#8056,visa,online,paid,2026-03-10,2026-03-10,31.95,0.73,31.22
2026-03-08 20:22:51,charge,#8059,visa,apple_pay,paid,2026-03-10,2026-03-10,110.95,1.91,109.04
2026-03-08 20:33:25,charge,#8062,master,online,paid,2026-03-10,2026-03-10,36.15,0.79,35.36
2026-03-08 21:09:29,charge,#8065,master,online,paid,2026-03-10,2026-03-10,68.95,1.28,67.67
2026-03-08 22:05:02,charge,#8066,visa,apple_pay,paid,2026-03-10,2026-03-10,135.00,2.28,132.72
2026-03-08 22:29:44,charge,#8069,visa,online,paid,2026-03-10,2026-03-10,189.00,3.08,185.92
2026-03-08 22:48:27,charge,#8070,visa,apple_pay,paid,2026-03-10,2026-03-10,691.00,10.62,680.38
2026-03-08 23:34:10,charge,#8071,master,online,paid,2026-03-10,2026-03-10,60.95,1.16,59.79
2026-03-09 01:37:17,charge,#8072,american_express,apple_pay,paid,2026-03-11,2026-03-11,61.95,2.05,59.90
2026-03-09 04:49:18,refund,#6305,master,online,paid,2026-03-11,2026-03-11,-34.68,0.00,-34.68
2026-03-09 06:28:13,charge,#8076,master,apple_pay,paid,2026-03-11,2026-03-11,253.00,4.04,248.96
2026-03-09 06:56:53,refund,#6700,visa,online,paid,2026-03-11,2026-03-11,-39.69,0.00,-39.69
2026-03-09 06:59:48,charge,#8077,master,online,paid,2026-03-11,2026-03-11,61.95,1.18,60.77
2026-03-09 09:20:58,charge,#8081,visa,online,paid,2026-03-11,2026-03-11,378.00,5.92,372.08
2026-03-09 09:23:06,charge,#8082,master,online,paid,2026-03-11,2026-03-11,128.00,2.17,125.83
2026-03-09 09:32:39,charge,#8083,visa,apple_pay,paid,2026-03-11,2026-03-11,96.95,1.70,95.25
2026-03-09 09:42:38,charge,#8084,visa,online,paid,2026-03-11,2026-03-11,597.95,9.22,588.73
2026-03-09 10:59:10,charge,#8086,visa,google_pay,paid,2026-03-11,2026-03-11,280.00,4.45,275.55
2026-03-09 11:23:56,charge,#8088,visa,online,paid,2026-03-11,2026-03-11,170.10,2.80,167.30
2026-03-09 12:00:59,charge,#8093,master,apple_pay,paid,2026-03-11,2026-03-11,719.00,11.04,707.96
2026-03-09 12:19:38,charge,#8094,visa,online,paid,2026-03-11,2026-03-11,168.95,2.78,166.17
2026-03-09 12:23:44,charge,#8095,master,online,paid,2026-03-11,2026-03-11,133.00,2.24,130.76
2026-03-09 12:40:44,charge,#8097,master,online,paid,2026-03-11,2026-03-11,131.40,2.22,129.18
2026-03-09 12:41:42,charge,#8098,visa,online,paid,2026-03-11,2026-03-11,746.00,11.44,734.56
2026-03-09 12:47:31,charge,#8099,visa,online,paid,2026-03-11,2026-03-11,73.95,1.36,72.59
2026-03-09 14:13:46,refund,#7174,visa,online,paid,2026-03-11,2026-03-11,-225.00,0.00,-225.00
2026-03-09 15:01:02,charge,#8103,master,apple_pay,paid,2026-03-11,2026-03-11,89.00,1.58,87.42
2026-03-09 15:07:45,charge,#8104,master,online,paid,2026-03-11,2026-03-11,189.00,3.08,185.92
2026-03-09 15:30:24,charge,#8105,american_express,online,paid,2026-03-11,2026-03-11,158.40,4.84,153.56
2026-03-09 16:17:04,charge,#8111,american_express,online,paid,2026-03-11,2026-03-11,109.00,3.41,105.59
2026-03-09 16:30:57,refund,#6238,master,online,paid,2026-03-11,2026-03-11,-64.00,0.00,-64.00
2026-03-09 17:01:58,charge,#8113,visa,online,paid,2026-03-11,2026-03-11,38.95,0.83,38.12
2026-03-09 17:32:31,charge,#8116,visa,apple_pay,paid,2026-03-11,2026-03-11,79.00,1.44,77.56
2026-03-09 17:43:47,charge,#8117,visa,online,paid,2026-03-11,2026-03-11,38.95,0.83,38.12
2026-03-09 18:02:12,charge,#8119,master,google_pay,paid,2026-03-11,2026-03-11,175.95,2.89,173.06
2026-03-09 18:10:52,charge,#8120,visa,online,paid,2026-03-11,2026-03-11,23.95,0.61,23.34
2026-03-09 18:21:24,charge,#8121,visa,online,paid,2026-03-11,2026-03-11,277.00,4.40,272.60
2026-03-09 18:27:12,charge,#8122,visa,apple_pay,paid,2026-03-11,2026-03-11,252.00,4.03,247.97
2026-03-09 19:04:59,charge,#8123,master,online,paid,2026-03-11,2026-03-11,42.95,0.89,42.06
2026-03-09 19:09:23,charge,#8125,american_express,apple_pay,paid,2026-03-11,2026-03-11,42.95,1.50,41.45
2026-03-09 19:45:23,charge,#8128,visa,online,paid,2026-03-11,2026-03-11,73.95,1.36,72.59
2026-03-09 20:34:01,charge,#8131,visa,online,paid,2026-03-11,2026-03-11,118.00,2.02,115.98
2026-03-09 20:34:18,charge,#8132,american_express,online,paid,2026-03-11,2026-03-11,111.95,3.50,108.45
2026-03-09 20:46:01,refund,#6241,master,online,paid,2026-03-11,2026-03-11,-109.00,0.00,-109.00
2026-03-09 20:56:56,charge,#8133,visa,online,paid,2026-03-11,2026-03-11,234.00,3.76,230.24
2026-03-09 21:03:49,charge,#8135,master,apple_pay,paid,2026-03-11,2026-03-11,147.00,2.46,144.54
2026-03-09 21:14:14,charge,#8136,visa,online,paid,2026-03-11,2026-03-11,33.95,0.76,33.19
2026-03-09 21:33:01,charge,#8137,master,online,paid,2026-03-11,2026-03-11,70.95,1.31,69.64
2026-03-09 21:57:15,charge,#8139,master,apple_pay,paid,2026-03-11,2026-03-11,28.95,0.68,28.27
2026-03-09 22:06:19,charge,#8140,visa,online,paid,2026-03-11,2026-03-11,306.40,4.85,301.55
2026-03-09 23:16:52,refund,#6062,master,online,paid,2026-03-11,2026-03-11,-189.00,0.00,-189.00
2026-03-10 00:56:48,refund,#6679,visa,online,paid,2026-03-12,2026-03-12,-243.00,0.00,-243.00
2026-03-10 01:34:16,refund,#7227,visa,online,paid,2026-03-12,2026-03-12,-89.00,0.00,-89.00
2026-03-10 02:09:12,refund,#7142,visa,google_pay,paid,2026-03-12,2026-03-12,-35.70,0.00,-35.70
2026-03-10 02:16:47,refund,#6282,visa,google_pay,paid,2026-03-12,2026-03-12,-10.08,0.00,-10.08
2026-03-10 04:55:59,charge,#8143,visa,apple_pay,paid,2026-03-12,2026-03-12,111.95,1.93,110.02
2026-03-10 04:57:49,refund,#6672,master,online,paid,2026-03-12,2026-03-12,-29.95,0.00,-29.95
2026-03-10 06:09:44,charge,#8145,visa,apple_pay,paid,2026-03-12,2026-03-12,89.95,1.60,88.35
2026-03-10 06:40:53,charge,#8148,visa,apple_pay,paid,2026-03-12,2026-03-12,292.00,4.63,287.37
2026-03-10 07:46:00,charge,#8149,visa,apple_pay,paid,2026-03-12,2026-03-12,232.00,3.73,228.27
2026-03-10 08:47:13,charge,#8151,master,online,paid,2026-03-12,2026-03-12,80.00,1.45,78.55
2026-03-10 10:51:41,charge,#8157,visa,online,paid,2026-03-12,2026-03-12,39.95,0.85,39.10
2026-03-10 10:53:48,charge,#8158,visa,online,paid,2026-03-12,2026-03-12,469.80,7.30,462.50
2026-03-10 11:21:07,charge,#8160,master,online,paid,2026-03-12,2026-03-12,295.20,4.68,290.52
2026-03-10 11:39:08,charge,#8162,visa,apple_pay,paid,2026-03-12,2026-03-12,278.00,4.42,273.58
2026-03-10 11:44:35,charge,#8163,visa,online,paid,2026-03-12,2026-03-12,249.00,3.98,245.02
2026-03-10 12:01:14,charge,#8166,master,google_pay,paid,2026-03-12,2026-03-12,91.80,1.63,90.17
2026-03-10 12:04:12,charge,#8167,american_express,apple_pay,paid,2026-03-12,2026-03-12,310.95,9.27,301.68
2026-03-10 12:13:09,charge,#8169,visa,online,paid,2026-03-12,2026-03-12,217.00,3.50,213.50
2026-03-10 12:14:48,charge,#8171,master,online,paid,2026-03-12,2026-03-12,73.95,1.36,72.59
2026-03-10 12:16:44,charge,#8172,master,online,paid,2026-03-12,2026-03-12,409.95,6.40,403.55
2026-03-10 12:22:19,charge,#8173,master,online,paid,2026-03-12,2026-03-12,218.00,3.52,214.48
2026-03-10 12:30:55,charge,#8174,visa,online,paid,2026-03-12,2026-03-12,79.00,1.44,77.56
2026-03-10 12:36:20,charge,#8175,visa,online,paid,2026-03-12,2026-03-12,130.00,2.20,127.80
2026-03-10 12:45:41,charge,#8176,visa,apple_pay,paid,2026-03-12,2026-03-12,456.00,7.09,448.91
2026-03-10 12:48:41,charge,#8177,visa,online,paid,2026-03-12,2026-03-12,167.00,2.76,164.24
2026-03-10 12:50:34,charge,#8178,master,google_pay,paid,2026-03-12,2026-03-12,424.00,6.61,417.39
2026-03-10 12:51:31,charge,#8179,master,online,paid,2026-03-12,2026-03-12,283.00,4.50,278.50
2026-03-10 13:23:38,charge,#8180,visa,online,paid,2026-03-12,2026-03-12,76.15,1.39,74.76
2026-03-10 14:00:26,charge,#8183,visa,online,paid,2026-03-12,2026-03-12,64.00,1.21,62.79
2026-03-10 14:03:08,charge,#8184,master,online,paid,2026-03-12,2026-03-12,68.95,1.28,67.67
2026-03-10 14:04:38,charge,#8185,master,online,paid,2026-03-12,2026-03-12,60.15,1.15,59.00
2026-03-10 14:07:00,charge,#8186,visa,online,paid,2026-03-12,2026-03-12,351.00,5.52,345.48
2026-03-10 14:20:50,charge,#8187,visa,online,paid,2026-03-12,2026-03-12,321.00,5.06,315.94
2026-03-10 14:35:45,charge,#8188,master,online,paid,2026-03-12,2026-03-12,98.10,1.72,96.38
2026-03-10 15:14:10,charge,#8192,master,online,paid,2026-03-12,2026-03-12,249.00,3.98,245.02
2026-03-10 15:42:46,charge,#8193,master,apple_pay,paid,2026-03-12,2026-03-12,189.00,3.08,185.92
2026-03-10 16:17:21,charge,#8196,visa,apple_pay,paid,2026-03-12,2026-03-12,91.00,1.62,89.38
2026-03-10 17:02:53,charge,#8200,master,google_pay,paid,2026-03-12,2026-03-12,286.95,4.55,282.40
2026-03-10 17:03:11,charge,#8201,master,online,paid,2026-03-12,2026-03-12,35.55,0.78,34.77
2026-03-10 17:09:20,charge,#8202,visa,apple_pay,paid,2026-03-12,2026-03-12,23.95,0.61,23.34
2026-03-10 17:17:18,charge,#8203,master,apple_pay,paid,2026-03-12,2026-03-12,89.00,1.58,87.42
2026-03-10 17:19:20,charge,#8205,visa,online,paid,2026-03-12,2026-03-12,49.95,1.00,48.95
2026-03-10 17:50:58,charge,#8206,master,online,paid,2026-03-12,2026-03-12,329.00,5.18,323.82
2026-03-10 18:12:45,charge,#8208,master,apple_pay,paid,2026-03-12,2026-03-12,119.00,2.04,116.96
2026-03-10 18:14:26,charge,#8209,visa,online,paid,2026-03-12,2026-03-12,23.95,0.61,23.34
2026-03-10 18:22:10,charge,#8211,master,online,paid,2026-03-12,2026-03-12,99.00,1.74,97.26
2026-03-10 18:35:12,charge,#8213,visa,apple_pay,paid,2026-03-12,2026-03-12,28.95,0.68,28.27
2026-03-10 18:44:08,charge,#8214,visa,online,paid,2026-03-12,2026-03-12,555.30,8.58,546.72
2026-03-10 18:45:03,charge,#8215,master,online,paid,2026-03-12,2026-03-12,37.95,0.82,37.13
2026-03-10 19:15:23,charge,#8217,american_express,online,paid,2026-03-12,2026-03-12,89.00,2.83,86.17
2026-03-10 19:20:57,charge,#8218,visa,online,paid,2026-03-12,2026-03-12,121.95,2.08,119.87
2026-03-10 19:26:18,charge,#8220,american_express,google_pay,paid,2026-03-12,2026-03-12,135.00,4.16,130.84
2026-03-10 19:27:09,charge,#8221,master,online,paid,2026-03-12,2026-03-12,54.95,1.07,53.88
2026-03-10 19:43:46,charge,#8223,visa,online,paid,2026-03-12,2026-03-12,115.20,1.98,113.22
2026-03-10 20:01:27,charge,#8225,master,online,paid,2026-03-12,2026-03-12,40.95,0.86,40.09
2026-03-10 20:21:04,charge,#8230,visa,online,paid,2026-03-12,2026-03-12,28.95,0.68,28.27
2026-03-10 20:59:42,charge,#8231,master,google_pay,paid,2026-03-12,2026-03-12,33.95,0.76,33.19
2026-03-10 21:01:48,charge,#8232,visa,online,paid,2026-03-12,2026-03-12,27.00,0.66,26.34
2026-03-10 21:29:51,charge,#8234,master,online,paid,2026-03-12,2026-03-12,68.95,1.28,67.67
2026-03-10 21:54:07,charge,#8236,visa,online,paid,2026-03-12,2026-03-12,241.00,3.86,237.14
2026-03-10 22:50:38,charge,#8241,visa,online,paid,2026-03-12,2026-03-12,388.00,6.07,381.93
2026-03-10 23:09:15,refund,#7768,visa,online,paid,2026-03-12,2026-03-12,-178.00,0.00,-178.00
2026-03-11 00:43:00,charge,#8244,master,apple_pay,paid,2026-03-13,2026-03-13,296.95,4.70,292.25
2026-03-11 01:29:58,charge,#8245,visa,apple_pay,paid,2026-03-13,2026-03-13,89.00,1.58,87.42
2026-03-11 02:09:59,charge,#8247,visa,google_pay,paid,2026-03-13,2026-03-13,42.95,0.89,42.06
2026-03-11 02:17:42,refund,#7327,american_express,online,paid,2026-03-13,2026-03-13,-49.50,0.00,-49.50
2026-03-11 03:08:48,charge,#8250,visa,online,paid,2026-03-13,2026-03-13,279.00,4.44,274.56
2026-03-11 04:29:06,refund,#6466,master,online,paid,2026-03-13,2026-03-13,-15.64,0.00,-15.64
2026-03-11 07:04:35,charge,#8255,visa,online,paid,2026-03-13,2026-03-13,168.95,2.78,166.17
2026-03-11 07:40:09,refund,#6299,visa,google_pay,paid,2026-03-13,2026-03-13,-68.95,0.00,-68.95
2026-03-11 08:27:50,charge,#8256,master,apple_pay,paid,2026-03-13,2026-03-13,201.95,3.28,198.67
2026-03-11 08:32:24,charge,#8257,visa,online,paid,2026-03-13,2026-03-13,98.00,1.72,96.28
2026-03-11 09:05:51,charge,#8259,master,online,paid,2026-03-13,2026-03-13,89.00,1.58,87.42
2026-03-11 09:21:34,charge,#8262,master,apple_pay,paid,2026-03-13,2026-03-13,29.95,0.70,29.25
2026-03-11 10:24:58,refund,#7635,visa,google_pay,paid,2026-03-13,2026-03-13,-249.00,0.00,-249.00
2026-03-11 10:43:45,charge,#8267,visa,online,paid,2026-03-13,2026-03-13,81.00,1.46,79.54
2026-03-11 11:03:35,charge,#8268,visa,online,paid,2026-03-13,2026-03-13,249.00,3.98,245.02
2026-03-11 11:36:06,charge,#8271,visa,online,paid,2026-03-13,2026-03-13,207.00,3.36,203.64
2026-03-11 12:05:41,charge,#8275,visa,online,paid,2026-03-13,2026-03-13,68.95,1.28,67.67
2026-03-11 12:42:34,charge,#8278,master,online,paid,2026-03-13,2026-03-13,57.95,1.12,56.83
2026-03-11 13:00:13,charge,#8279,master,online,paid,2026-03-13,2026-03-13,102.95,1.79,101.16
2026-03-11 13:09:29,charge,#8280,master,online,paid,2026-03-13,2026-03-13,89.00,1.58,87.42
2026-03-11 13:20:11,charge,#8281,visa,online,paid,2026-03-13,2026-03-13,31.95,0.73,31.22
2026-03-11 13:38:15,charge,#8283,visa,online,paid,2026-03-13,2026-03-13,307.00,4.86,302.14
2026-03-11 13:53:11,charge,#8285,visa,online,paid,2026-03-13,2026-03-13,307.00,4.86,302.14
2026-03-11 13:59:46,charge,#8286,american_express,online,paid,2026-03-13,2026-03-13,376.00,11.15,364.85
2026-03-11 14:04:47,charge,#8287,visa,online,paid,2026-03-13,2026-03-13,306.95,4.85,302.10
2026-03-11 14:06:51,charge,#8288,master,online,paid,2026-03-13,2026-03-13,338.00,5.32,332.68
2026-03-11 16:37:46,charge,#8292,visa,online,paid,2026-03-13,2026-03-13,23.95,0.61,23.34
2026-03-11 17:16:45,charge,#8298,visa,online,paid,2026-03-13,2026-03-13,79.00,1.44,77.56
2026-03-11 17:40:36,refund,#8097,master,online,paid,2026-03-13,2026-03-13,-131.40,0.00,-131.40
2026-03-11 17:50:30,charge,#8300,visa,online,paid,2026-03-13,2026-03-13,202.00,3.28,198.72
2026-03-11 17:59:18,charge,#8302,visa,online,paid,2026-03-13,2026-03-13,166.00,2.74,163.26
2026-03-11 18:18:59,charge,#8304,visa,online,paid,2026-03-13,2026-03-13,387.00,6.06,380.94
2026-03-11 19:03:27,charge,#8306,visa,apple_pay,paid,2026-03-13,2026-03-13,450.95,7.01,443.94
2026-03-11 19:08:04,charge,#8307,visa,online,paid,2026-03-13,2026-03-13,243.00,3.90,239.10
2026-03-11 19:18:08,charge,#8308,visa,online,paid,2026-03-13,2026-03-13,94.00,1.66,92.34
